סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
1157 ,אחווה ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,183 ,7 ,7 ,38 ,10 ,20 ,101
1158 ,יהל ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,395 ,32 ,104 ,117 ,41 ,40 ,61
1160 ,שכניה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,832 ,44 ,179 ,272 ,118 ,108 ,111
1161 ,רהט ,62 ,באר שבע ,62 ,באר שבע ,0 , ,81238 ,13539 ,25314 ,32091 ,5561 ,2653 ,2080
1162 ,בית רימון ,23 ,עפולה ,23 ,עפולה ,3 ,הגליל התחתון ,1275 ,204 ,506 ,430 ,70 ,27 ,38
1163 ,מורן ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,530 ,37 ,121 ,172 ,75 ,40 ,85
1165 ,שילת ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,843 ,73 ,205 ,276 ,113 ,74 ,102
1166 ,כפר רות ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,276 ,30 ,69 ,78 ,25 ,10 ,64
1167 ,קיסריה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,7630 ,402 ,1410 ,2261 ,1011 ,983 ,1563
1169 ,הוואשלה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,2195 ,0 ,939 ,980 ,136 ,76 ,64
1170 ,סייד )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,1833 ,1 ,904 ,755 ,66 ,46 ,61
1171 ,לוטם ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,805 ,43 ,226 ,248 ,141 ,76 ,71
1172 ,תובל ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,510 ,32 ,112 ,185 ,54 ,65 ,62
1173 ,לפידות ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,142 ,6 ,16 ,47 ,16 ,4 ,53
1174 ,מנוף ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,925 ,23 ,227 ,284 ,154 ,99 ,138
1175 ,עידן ,62 ,באר שבע ,62 ,באר שבע ,54 ,הערבה התיכונה ,534 ,36 ,122 ,193 ,82 ,35 ,66
1176 ,ספיר ,62 ,באר שבע ,63 ,אילת ,54 ,הערבה התיכונה ,615 ,59 ,151 ,203 ,80 ,66 ,56
1177 ,טללים ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,677 ,50 ,203 ,242 ,119 ,49 ,14
1178 ,מורשת ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1804 ,153 ,513 ,646 ,201 ,165 ,126
1179 ,קורנית ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,988 ,40 ,271 ,298 ,139 ,115 ,125
1180 ,צביה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,338 ,18 ,55 ,91 ,44 ,43 ,87
1181 ,טל-אל ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1451 ,90 ,355 ,475 ,205 ,155 ,171
1182 ,אלון הגליל ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1244 ,75 ,293 ,420 ,151 ,147 ,158
1183 ,כליל ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1052 ,97 ,279 ,362 ,146 ,84 ,84
1184 ,מתת ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,254 ,17 ,52 ,95 ,29 ,23 ,38
1185 ,פלך ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,238 ,28 ,84 ,84 ,32 ,5 ,5
1186 ,הושעיה ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,2192 ,179 ,573 ,755 ,255 ,203 ,227
1187 ,עיר אובות ,62 ,באר שבע ,62 ,באר שבע ,54 ,הערבה התיכונה ,58 ,5 ,22 ,18 ,5 ,3 ,5
1188 ,אשחר ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1146 ,98 ,376 ,389 ,165 ,74 ,44
1190 ,מצפה נטופה ,23 ,עפולה ,23 ,עפולה ,3 ,הגליל התחתון ,1193 ,138 ,367 ,402 ,86 ,91 ,109
1191 ,בר יוחאי ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,1266 ,137 ,381 ,474 ,145 ,86 ,43
1192 ,ערערה-בנגב ,62 ,באר שבע ,62 ,באר שבע ,0 , ,21918 ,3740 ,7318 ,8501 ,1306 ,573 ,480
1195 ,ניצנה )קהילת חינוך( ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,317 ,17 ,38 ,216 ,34 ,6 ,6
1196 ,מחנה יתיר ,62 ,באר שבע ,62 ,באר שבע ,0 , ,328 ,60 ,163 ,94 ,8 ,0 ,3
1197 ,נאות סמדר ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,254 ,16 ,45 ,94 ,29 ,22 ,48
1198 ,כרמים ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,552 ,68 ,200 ,187 ,48 ,34 ,15
1199 ,עדי ,24 ,עכו ,24 ,עכו ,9 ,עמק יזרעאל ,1959 ,88 ,411 ,620 ,285 ,274 ,281
1200 ,מודיעין-מכבים-רעות ,43 ,רמלה ,43 ,רמלה ,0 , ,109812 ,7615 ,25706 ,37078 ,16365 ,10182 ,12866
1201 ,כמון ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,849 ,53 ,198 ,292 ,105 ,95 ,106
1202 ,מכמנים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,679 ,51 ,184 ,241 ,72 ,52 ,79
1203 ,הררית ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,740 ,41 ,244 ,208 ,135 ,38 ,74
1204 ,גילון ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1286 ,73 ,273 ,440 ,173 ,169 ,158
1205 ,מנות ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,625 ,50 ,155 ,232 ,64 ,62 ,62
1206 ,גיתה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,295 ,11 ,58 ,93 ,45 ,35 ,53
1207 ,לבון ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,935 ,39 ,254 ,319 ,188 ,67 ,68
1208 ,הילה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,599 ,22 ,86 ,227 ,77 ,103 ,84
1209 ,חרשים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,391 ,46 ,90 ,132 ,41 ,31 ,51
1210 ,כחל ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,548 ,47 ,130 ,176 ,55 ,36 ,104
1211 ,קדרים ,22 ,כנרת ,22 ,טבריה ,1 ,הגליל העליון ,392 ,50 ,94 ,147 ,22 ,62 ,17
1212 ,עמוקה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,193 ,13 ,28 ,61 ,14 ,10 ,67
1213 ,צבעון ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,454 ,36 ,155 ,159 ,70 ,19 ,15
1214 ,טפחות ,22 ,כנרת ,22 ,טבריה ,2 ,מרום הגליל ,459 ,66 ,128 ,174 ,32 ,22 ,37
1219 ,גורנות הגליל ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,347 ,22 ,77 ,139 ,31 ,27 ,51
1220 ,אבירים ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,397 ,52 ,85 ,161 ,24 ,31 ,44
1221 ,צורית ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1022 ,71 ,207 ,366 ,108 ,126 ,144
1222 ,מצפה אבי"ב ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1164 ,77 ,328 ,378 ,177 ,106 ,98
1223 ,שדי אברהם ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,394 ,23 ,87 ,138 ,65 ,45 ,36
1224 ,כוכב יאיר ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,10490 ,553 ,2164 ,3232 ,1270 ,1333 ,1938
1225 ,רביד ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,126 ,24 ,18 ,58 ,15 ,11 ,0
1226 ,יובלים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1383 ,68 ,282 ,418 ,203 ,130 ,282
1227 ,יתד ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,663 ,65 ,195 ,230 ,79 ,37 ,57
1228 ,רקפת ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1087 ,56 ,234 ,395 ,162 ,130 ,110
1229 ,כלנית ,22 ,כנרת ,22 ,טבריה ,2 ,מרום הגליל ,301 ,46 ,74 ,112 ,8 ,17 ,44
1230 ,לבנים ,22 ,כנרת ,22 ,טבריה ,2 ,מרום הגליל ,583 ,53 ,144 ,200 ,57 ,52 ,77
1231 ,פרי גן ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,259 ,14 ,63 ,90 ,41 ,12 ,39
1232 ,יבול ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,398 ,23 ,133 ,120 ,64 ,4 ,54
1233 ,שקף ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,613 ,78 ,200 ,221 ,44 ,23 ,47
1234 ,קבועה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,1423 ,0 ,525 ,675 ,111 ,56 ,56
1235 ,שורשים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,725 ,41 ,183 ,250 ,102 ,57 ,92
1236 ,נירית ,42 ,פתח תקווה ,349 ,ראש העין ,20 ,דרום השרון ,1083 ,60 ,151 ,348 ,117 ,157 ,250
1237 ,תלמי יוסף ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,387 ,15 ,78 ,131 ,57 ,32 ,74
1238 ,סופה ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,259 ,20 ,41 ,106 ,19 ,45 ,28
1239 ,חולית ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,220 ,17 ,47 ,100 ,24 ,21 ,11
1240 ,עין הבשור ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,1179 ,43 ,298 ,370 ,257 ,75 ,136
1241 ,דקל ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,427 ,24 ,116 ,126 ,67 ,31 ,63
1242 ,נתיב העשרה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1130 ,59 ,250 ,397 ,208 ,84 ,132
1243 ,קציר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,3178 ,152 ,720 ,1039 ,472 ,415 ,380
1244 ,תמרת ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1687 ,170 ,321 ,503 ,154 ,136 ,403
1245 ,סלמה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,3977 ,453 ,943 ,1717 ,440 ,224 ,200
1246 ,עראמשה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1748 ,164 ,422 ,687 ,204 ,128 ,143
1247 ,חריש ,32 ,חדרה ,32 ,חדרה ,0 , ,40834 ,7324 ,11746 ,14937 ,3088 ,1542 ,2197
1248 ,אליפז ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,216 ,10 ,59 ,76 ,33 ,30 ,8
1249 ,הרדוף ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,694 ,66 ,136 ,263 ,78 ,91 ,60
1251 ,עין תמר ,62 ,באר שבע ,62 ,באר שבע ,51 ,תמר ,231 ,18 ,49 ,78 ,26 ,19 ,41
1252 ,כורזים ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,475 ,43 ,63 ,174 ,31 ,40 ,124
1253 ,אמנון ,22 ,כנרת ,22 ,טבריה ,55 ,מבואות החרמון ,535 ,51 ,118 ,174 ,51 ,39 ,102
1254 ,נטף ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,601 ,88 ,115 ,226 ,42 ,29 ,101
1255 ,לוטן ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,275 ,27 ,46 ,103 ,32 ,47 ,20
1256 ,אשרת ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,681 ,50 ,147 ,219 ,83 ,56 ,126
1257 ,חנתון ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,988 ,60 ,332 ,292 ,176 ,61 ,67
1258 ,מסד ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,508 ,61 ,119 ,175 ,42 ,59 ,52
1259 ,נווה שלום ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,395 ,32 ,85 ,155 ,30 ,39 ,54
1260 ,רתמים ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,885 ,131 ,423 ,301 ,22 ,2 ,6
1261 ,הר עמשא ,62 ,באר שבע ,62 ,באר שבע ,51 ,תמר ,280 ,41 ,92 ,98 ,17 ,16 ,16
1262 ,צוקים ,62 ,באר שבע ,62 ,באר שבע ,54 ,הערבה התיכונה ,435 ,31 ,133 ,124 ,98 ,30 ,19
1263 ,כפר ורדים ,24 ,עכו ,24 ,עכו ,0 , ,6178 ,248 ,1182 ,1860 ,877 ,683 ,1328
1264 ,כרמי יוסף ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,2002 ,162 ,411 ,566 ,223 ,165 ,475
1265 ,שומריה ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,874 ,115 ,358 ,285 ,52 ,33 ,31
1266 ,שחרות ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,173 ,9 ,22 ,70 ,23 ,29 ,20
1267 ,שיטים ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,3 ,0 ,0 ,2 ,1 ,0 ,0
1268 ,מיתר ,62 ,באר שבע ,62 ,באר שבע ,0 , ,12656 ,813 ,3608 ,4182 ,1761 ,931 ,1361
1271 ,להבים ,62 ,באר שבע ,62 ,באר שבע ,0 , ,7893 ,522 ,1644 ,2493 ,895 ,824 ,1515
1272 ,חלוץ ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,647 ,23 ,149 ,231 ,85 ,98 ,61
1274 ,גן נר ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,2809 ,141 ,502 ,1102 ,336 ,382 ,346
1275 ,אבטליון ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,505 ,18 ,157 ,143 ,103 ,61 ,23
1276 ,אשבל ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,146 ,26 ,37 ,56 ,27 ,0 ,0
1278 ,באר מילכה ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,230 ,17 ,84 ,73 ,39 ,14 ,3
1279 ,נווה חריף ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,117 ,10 ,19 ,52 ,15 ,14 ,7
1280 ,ניצני סיני ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,392 ,43 ,91 ,157 ,38 ,31 ,32
1282 ,מירב ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,870 ,96 ,322 ,301 ,75 ,66 ,10
1283 ,תל תאומים ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,665 ,92 ,198 ,242 ,31 ,46 ,56
1284 ,נופית ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,2586 ,95 ,502 ,839 ,417 ,337 ,396
1285 ,כרכום ,22 ,כנרת ,21 ,צפת ,55 ,מבואות החרמון ,496 ,25 ,67 ,175 ,32 ,110 ,87
1286 ,שגב-שלום ,62 ,באר שבע ,62 ,באר שבע ,0 , ,13892 ,2324 ,4459 ,5429 ,926 ,424 ,330
1287 ,שני ,62 ,באר שבע ,62 ,באר שבע ,78 ,הר חברון ,544 ,28 ,141 ,182 ,78 ,48 ,67
1288 ,גבעת אלה ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,2101 ,127 ,441 ,627 ,260 ,172 ,474
1290 ,זמר ,41 ,השרון ,41 ,נתניה ,0 , ,8218 ,824 ,1983 ,3324 ,846 ,602 ,639
1291 ,כמהין ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,276 ,25 ,82 ,93 ,46 ,24 ,6
1292 ,ג'דיידה-מכר ,24 ,עכו ,24 ,עכו ,0 , ,21851 ,1741 ,4352 ,9336 ,2720 ,2024 ,1678
1293 ,גבעת אבני ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,2332 ,148 ,461 ,805 ,292 ,276 ,350
1294 ,אור הגנוז ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,682 ,100 ,231 ,215 ,71 ,52 ,13
1295 ,יאנוח-ג'ת ,24 ,עכו ,24 ,עכו ,0 , ,7152 ,579 ,1554 ,3104 ,879 ,520 ,516
1296 ,כסרא-סמיע ,24 ,עכו ,24 ,עכו ,0 , ,9728 ,995 ,2312 ,4222 ,1043 ,609 ,547
1297 ,כפר חנניה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,806 ,76 ,190 ,275 ,106 ,85 ,74
1298 ,אתגר ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,33 ,0 ,0 ,9 ,1 ,4 ,19
1303 ,חורה ,62 ,באר שבע ,62 ,באר שבע ,0 , ,22452 ,4156 ,7610 ,8245 ,1349 ,603 ,489
1304 ,שוהם ,43 ,רמלה ,43 ,רמלה ,0 , ,25145 ,1901 ,4943 ,8985 ,3241 ,3216 ,2859
1309 ,אלעד ,42 ,פתח תקווה ,349 ,ראש העין ,0 , ,51088 ,7291 ,18412 ,18346 ,4266 ,1474 ,1299
1310 ,לפיד ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,2232 ,97 ,381 ,819 ,272 ,415 ,248
1311 ,אבשלום ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,460 ,25 ,84 ,158 ,65 ,51 ,77
1313 ,פוריה עילית ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,1448 ,95 ,316 ,520 ,165 ,136 ,216
1314 ,נווה זיו ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,1003 ,55 ,257 ,349 ,169 ,106 ,67
1315 ,מתן ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,3473 ,164 ,687 ,1234 ,475 ,609 ,304
1316 ,אל-עריאן ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,201 ,24 ,35 ,94 ,20 ,16 ,12
1317 ,דמיידה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,619 ,81 ,159 ,225 ,67 ,50 ,37
1318 ,מבואות ים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,70 ,7 ,20 ,28 ,9 ,4 ,2
1319 ,בת חפר ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,5476 ,245 ,1049 ,2011 ,893 ,833 ,445
1320 ,עין חוד ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,333 ,45 ,66 ,145 ,32 ,23 ,22
1321 ,ח'ואלד ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,792 ,77 ,204 ,313 ,100 ,51 ,47
1322 ,הודיות ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,51 ,12 ,15 ,19 ,3 ,1 ,1
1323 ,בת הדר ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,691 ,29 ,168 ,234 ,98 ,73 ,89
1324 ,ארסוף ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,258 ,27 ,53 ,70 ,42 ,25 ,41
1325 ,כפר זוהרים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,49 ,10 ,16 ,23 ,0 ,0 ,0
1326 ,בסמ"ה ,32 ,חדרה ,32 ,חדרה ,0 , ,12354 ,1404 ,3108 ,5154 ,1246 ,756 ,686
1327 ,מעלה עירון ,32 ,חדרה ,23 ,עפולה ,0 , ,16666 ,1732 ,3772 ,6972 ,1847 ,1300 ,1043
1330 ,אחוזת ברק ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,2694 ,161 ,644 ,951 ,414 ,285 ,239
1331 ,כמאנה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1731 ,168 ,394 ,753 ,195 ,118 ,103
1332 ,חוסנייה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,997 ,119 ,229 ,433 ,105 ,49 ,62
1333 ,נוף איילון ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,2191 ,165 ,434 ,846 ,180 ,306 ,260
1334 ,ראס אל-עין ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,446 ,43 ,99 ,214 ,35 ,33 ,22
1335 ,ערב אל נעים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,938 ,110 ,201 ,486 ,78 ,42 ,21
1336 ,אירוס ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,1087 ,57 ,337 ,345 ,209 ,86 ,53
1337 ,שמשית ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,2476 ,71 ,431 ,971 ,441 ,432 ,130
1338 ,כדיתה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,223 ,23 ,53 ,86 ,19 ,21 ,21
1339 ,אל-עזי ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,173 ,13 ,47 ,62 ,13 ,22 ,16
1340 ,מרחב עם ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,679 ,89 ,303 ,210 ,52 ,16 ,9
1342 ,אבו קרינאת )יישוב( ,62 ,באר שבע ,62 ,באר שבע ,68 ,נווה מדבר ,1698 ,340 ,457 ,725 ,111 ,35 ,30
1343 ,מכחול ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,1531 ,303 ,449 ,583 ,95 ,48 ,53
1344 ,גבעות בר ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1330 ,69 ,497 ,416 ,251 ,62 ,35
1345 ,צור יצחק ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,7748 ,783 ,2578 ,2455 ,1081 ,303 ,548
1346 ,תראבין א-צאנע)ישוב( ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,1460 ,277 ,442 ,566 ,101 ,33 ,41
1347 ,קצר א-סר ,62 ,באר שבע ,62 ,באר שבע ,68 ,נווה מדבר ,3205 ,636 ,978 ,1218 ,219 ,85 ,69
1348 ,ביר הדאג' ,62 ,באר שבע ,62 ,באר שבע ,68 ,נווה מדבר ,3599 ,763 ,1195 ,1235 ,215 ,110 ,81
1349 ,דריג'את ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,1159 ,162 ,304 ,510 ,98 ,46 ,39
1358 ,אום בטין ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,5309 ,1005 ,1620 ,2108 ,305 ,158 ,113
1359 ,אל סייד ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,4570 ,900 ,1308 ,1846 ,272 ,150 ,94
1360 ,סעוה ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,2791 ,585 ,860 ,1007 ,213 ,80 ,46
1361 ,בת חן ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,542 ,36 ,92 ,147 ,63 ,41 ,163
1362 ,גבעות עדן ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,797 ,201 ,272 ,288 ,28 ,4 ,4
1363 ,בני נצרים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,985 ,166 ,405 ,327 ,51 ,24 ,12
1364 ,שלומית ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,587 ,135 ,263 ,182 ,5 ,2 ,0
1365 ,אליאב ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,908 ,120 ,395 ,260 ,120 ,7 ,6
1366 ,נווה ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,1205 ,245 ,484 ,374 ,67 ,21 ,14
1367 ,כחלה ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,505 ,65 ,160 ,199 ,27 ,22 ,32
1368 ,בני דקלים ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,1986 ,264 ,888 ,625 ,102 ,56 ,51
1369 ,נטע ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,1025 ,170 ,428 ,352 ,59 ,16 ,0
1370 ,מצפה אילן ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,852 ,90 ,374 ,278 ,107 ,2 ,1
1371 ,גני טל ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,1013 ,127 ,394 ,297 ,96 ,8 ,91
1372 ,נצר חזני ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,603 ,82 ,214 ,200 ,44 ,21 ,42
1373 ,שלווה במדבר ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,13 ,4 ,2 ,5 ,1 ,1 ,0
1374 ,כרמי קטיף ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,860 ,140 ,341 ,283 ,60 ,31 ,5
1375 ,אבו תלול ,62 ,באר שבע ,62 ,באר שבע ,68 ,נווה מדבר ,3254 ,679 ,1061 ,1184 ,189 ,77 ,64
1376 ,באר גנים ,62 ,באר שבע ,61 ,אשקלון ,36 ,חוף אשקלון ,2477 ,291 ,819 ,845 ,197 ,122 ,203
1377 ,שבי דרום ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,706 ,147 ,306 ,211 ,20 ,19 ,3
1378 ,שיזף ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,152 ,36 ,57 ,57 ,0 ,0 ,2
1411 ,מחנה הילה ,44 ,רחובות ,46 ,ראשון לציון ,27 ,גן רווה ,255 ,69 ,65 ,120 ,1 ,0 ,0
1412 ,מחנה תל נוף ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,364 ,119 ,76 ,166 ,3 ,0 ,0
1413 ,מחנה יהודית ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,262 ,83 ,58 ,118 ,3 ,0 ,0
1414 ,מחנה מרים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,212 ,65 ,41 ,105 ,1 ,0 ,0
1415 ,מחנה יפה ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,398 ,80 ,102 ,208 ,8 ,0 ,0
1416 ,מחנה יוכבד ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,229 ,54 ,64 ,109 ,2 ,0 ,0
1418 ,מחנה טלי ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,271 ,61 ,74 ,133 ,3 ,0 ,0
1419 ,ניצן ב' ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,519 ,51 ,110 ,233 ,45 ,38 ,42
2002 ,תנובות ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,923 ,83 ,177 ,310 ,110 ,109 ,134
2003 ,תלמי אלעזר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1038 ,89 ,251 ,330 ,152 ,89 ,127
