סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
0 ,לא רשום ,0 ,לא ידוע ,0 , ,0 , ,35646 ,5343 ,3615 ,1383 ,531 ,610 ,24164
7 ,שחר ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,766 ,52 ,195 ,246 ,94 ,85 ,94
10 ,תירוש ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,428 ,37 ,61 ,156 ,47 ,56 ,71
11 ,ניר ח"ן ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,618 ,41 ,128 ,193 ,86 ,56 ,114
13 ,חצבה ,62 ,באר שבע ,63 ,אילת ,54 ,הערבה התיכונה ,813 ,51 ,205 ,250 ,120 ,33 ,154
15 ,נועם ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,448 ,32 ,93 ,159 ,56 ,41 ,67
16 ,בית ניר ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,742 ,33 ,181 ,237 ,117 ,91 ,83
18 ,שדה משה ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,646 ,48 ,182 ,198 ,85 ,41 ,92
21 ,באר אורה ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,1294 ,65 ,410 ,402 ,275 ,88 ,54
22 ,מקווה ישראל ,53 ,חולון ,53 ,חולון ,0 , ,192 ,15 ,34 ,68 ,28 ,15 ,32
23 ,אמציה ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,224 ,21 ,45 ,78 ,27 ,17 ,36
24 ,לכיש ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,894 ,69 ,172 ,310 ,115 ,121 ,107
26 ,ראש פינה ,21 ,צפת ,21 ,צפת ,0 , ,3424 ,180 ,684 ,1092 ,467 ,350 ,651
27 ,שדות מיכה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,363 ,25 ,84 ,115 ,45 ,38 ,56
28 ,מזכרת בתיה ,44 ,רחובות ,44 ,רחובות ,0 , ,17428 ,1066 ,4597 ,5623 ,2663 ,1455 ,2024
29 ,יסוד המעלה ,21 ,צפת ,21 ,צפת ,0 , ,1785 ,102 ,326 ,632 ,239 ,195 ,291
31 ,אופקים ,62 ,באר שבע ,62 ,באר שבע ,0 , ,42460 ,5929 ,10336 ,15726 ,3519 ,2754 ,4196
32 ,עוצם ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,697 ,62 ,168 ,235 ,70 ,81 ,81
33 ,בת שלמה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,646 ,44 ,153 ,204 ,95 ,59 ,91
35 ,גדות ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,570 ,49 ,116 ,171 ,65 ,49 ,120
36 ,שדה דוד ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,713 ,65 ,192 ,237 ,82 ,49 ,88
37 ,איתן ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,809 ,128 ,222 ,293 ,55 ,44 ,67
39 ,גפן ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,402 ,41 ,93 ,125 ,49 ,36 ,58
41 ,אליכין ,41 ,השרון ,32 ,חדרה ,0 , ,3688 ,274 ,735 ,1273 ,414 ,437 ,555
43 ,מטולה ,21 ,צפת ,21 ,צפת ,0 , ,2253 ,139 ,242 ,1142 ,204 ,184 ,342
44 ,זוהר ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,358 ,25 ,94 ,117 ,34 ,21 ,67
46 ,יבנאל ,22 ,כנרת ,22 ,טבריה ,0 , ,4934 ,624 ,1506 ,1560 ,435 ,330 ,479
47 ,כפר תבור ,22 ,כנרת ,22 ,טבריה ,0 , ,4936 ,282 ,1166 ,1509 ,674 ,507 ,798
48 ,מנחמיה ,22 ,כנרת ,22 ,טבריה ,7 ,עמק המעיינות ,1297 ,97 ,225 ,449 ,142 ,117 ,267
49 ,אילניה ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,590 ,24 ,95 ,219 ,74 ,81 ,97
52 ,לוזית ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,920 ,70 ,278 ,281 ,153 ,65 ,73
53 ,עתלית ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,12020 ,1137 ,3307 ,3856 ,1596 ,728 ,1396
55 ,נוגה ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,581 ,29 ,125 ,176 ,90 ,58 ,103
57 ,כנרת )קבוצה( ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,910 ,59 ,169 ,283 ,126 ,96 ,177
58 ,מצפה ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,143 ,9 ,18 ,44 ,14 ,18 ,40
59 ,נחושה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1534 ,90 ,521 ,539 ,262 ,65 ,57
62 ,דגניה א' ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,719 ,41 ,126 ,230 ,86 ,61 ,175
63 ,כנרת )מושבה( ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,694 ,49 ,85 ,248 ,81 ,77 ,154
64 ,יד רמב"ם ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1232 ,116 ,232 ,430 ,154 ,112 ,188
65 ,מגדל ,22 ,כנרת ,22 ,טבריה ,0 , ,2231 ,186 ,495 ,771 ,224 ,215 ,340
66 ,מרחביה )קיבוץ( ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1444 ,90 ,344 ,438 ,230 ,94 ,248
67 ,אור הנר ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,1112 ,102 ,260 ,402 ,146 ,69 ,133
69 ,ניר עוז ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,420 ,19 ,99 ,146 ,40 ,36 ,80
70 ,אשדוד ,61 ,אשקלון ,69 ,אשדוד ,0 , ,260145 ,22250 ,51828 ,83148 ,30316 ,23984 ,48619
71 ,אשבול ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,699 ,53 ,192 ,225 ,107 ,52 ,70
72 ,גן שמואל ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1262 ,88 ,241 ,355 ,179 ,97 ,302
74 ,עין הוד ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,704 ,39 ,127 ,213 ,103 ,93 ,129
76 ,כפר גלעדי ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,854 ,36 ,135 ,304 ,120 ,76 ,183
77 ,איילת השחר ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1166 ,63 ,233 ,338 ,176 ,106 ,250
78 ,קרית ענבים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,477 ,30 ,108 ,135 ,66 ,56 ,82
79 ,דגניה ב' ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,851 ,51 ,171 ,262 ,122 ,92 ,153
80 ,נהלל ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1411 ,150 ,353 ,464 ,175 ,83 ,186
82 ,עין חרוד )מאוחד( ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1014 ,72 ,207 ,287 ,151 ,76 ,221
84 ,תל יוסף ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,618 ,51 ,158 ,165 ,90 ,39 ,115
85 ,כפר יחזקאל ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1257 ,115 ,314 ,415 ,194 ,60 ,159
86 ,גבע ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,691 ,34 ,123 ,224 ,71 ,71 ,168
88 ,כרם בן שמן ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,102 ,7 ,27 ,22 ,14 ,9 ,23
89 ,עין חרוד )איחוד( ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,724 ,40 ,136 ,191 ,96 ,72 ,189
90 ,חפצי-בה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,910 ,32 ,223 ,271 ,135 ,71 ,178
92 ,גיניגר ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,886 ,55 ,205 ,248 ,137 ,68 ,173
94 ,בלפוריה ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,616 ,56 ,155 ,183 ,87 ,42 ,93
95 ,בית אלפא ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1272 ,104 ,289 ,442 ,118 ,87 ,232
96 ,יגור ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,1884 ,117 ,351 ,638 ,274 ,144 ,360
97 ,מרחביה )מושב( ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,782 ,57 ,126 ,277 ,88 ,101 ,133
98 ,כפר מל"ל ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,339 ,17 ,58 ,87 ,51 ,37 ,89
99 ,מצפה רמון ,62 ,באר שבע ,62 ,באר שבע ,0 , ,5963 ,708 ,1189 ,2388 ,571 ,420 ,687
102 ,מאיר שפיה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,149 ,3 ,31 ,62 ,22 ,5 ,26
103 ,תל עדשים ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1329 ,65 ,354 ,422 ,229 ,118 ,141
104 ,מזרע ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1014 ,76 ,209 ,270 ,125 ,97 ,237
106 ,כפר גדעון ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,375 ,42 ,108 ,130 ,37 ,12 ,46
107 ,כפר סילבר ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,133 ,12 ,15 ,58 ,29 ,7 ,12
112 ,כפר חסידים א' ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,801 ,64 ,194 ,246 ,100 ,59 ,138
113 ,אדירים ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,354 ,25 ,73 ,123 ,49 ,35 ,49
115 ,חופית ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1044 ,56 ,203 ,309 ,154 ,119 ,203
122 ,רמת ישי ,23 ,עפולה ,23 ,עפולה ,0 , ,8512 ,518 ,1822 ,2757 ,1135 ,735 ,1545
126 ,שריד ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1162 ,41 ,271 ,292 ,195 ,100 ,263
127 ,רמת רחל ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,567 ,38 ,142 ,160 ,78 ,47 ,102
128 ,גת רימון ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,247 ,11 ,46 ,78 ,40 ,14 ,58
130 ,משמר העמק ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1437 ,94 ,248 ,437 ,218 ,142 ,298
132 ,כפר ברוך ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,800 ,51 ,272 ,229 ,128 ,33 ,87
133 ,גבת ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1105 ,85 ,259 ,298 ,177 ,63 ,223
134 ,יפעת ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1345 ,68 ,319 ,393 ,216 ,109 ,240
135 ,רמת דוד ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,720 ,55 ,194 ,212 ,114 ,34 ,111
139 ,עין שמר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1038 ,75 ,232 ,332 ,122 ,67 ,210
140 ,כפר יהושע ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1304 ,94 ,282 ,434 ,175 ,147 ,172
141 ,ברק ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,424 ,38 ,67 ,149 ,52 ,38 ,80
142 ,שדה יעקב ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1106 ,82 ,320 ,362 ,146 ,59 ,137
143 ,בית זרע ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,837 ,57 ,146 ,265 ,110 ,59 ,200
144 ,גן שלמה ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,667 ,48 ,176 ,188 ,97 ,45 ,113
145 ,גדיש ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,393 ,32 ,69 ,139 ,45 ,59 ,49
146 ,דבורה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,339 ,35 ,71 ,98 ,37 ,35 ,63
147 ,גבעת ברנר ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,2790 ,130 ,581 ,777 ,527 ,261 ,514
154 ,תל מונד ,41 ,השרון ,41 ,נתניה ,0 , ,16221 ,1034 ,4009 ,5343 ,2453 ,1692 ,1690
155 ,באר טוביה ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1282 ,80 ,346 ,378 ,204 ,118 ,156
156 ,עיינות ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,207 ,20 ,25 ,138 ,10 ,6 ,8
157 ,עין ורד ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1643 ,87 ,372 ,505 ,285 ,163 ,231
158 ,נען ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,2048 ,159 ,471 ,609 ,321 ,135 ,353
159 ,בית חנן ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,657 ,52 ,102 ,184 ,94 ,74 ,151
160 ,חולדה ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1341 ,92 ,445 ,354 ,251 ,74 ,125
162 ,חירות ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1368 ,73 ,294 ,435 ,222 ,164 ,180
163 ,תימורים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,815 ,71 ,132 ,273 ,89 ,112 ,138
164 ,מלאה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,377 ,36 ,72 ,135 ,49 ,24 ,61
165 ,ניר יפה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,725 ,44 ,191 ,220 ,147 ,27 ,96
166 ,גן יבנה ,44 ,רחובות ,44 ,רחובות ,0 , ,27055 ,1894 ,6139 ,9647 ,3924 ,2742 ,2709
167 ,עין החורש ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1024 ,54 ,218 ,283 ,158 ,63 ,248
168 ,כפר יונה ,41 ,השרון ,41 ,נתניה ,0 , ,30292 ,2665 ,7073 ,10338 ,4216 ,2349 ,3651
170 ,כפר יעבץ ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,760 ,78 ,174 ,266 ,84 ,71 ,87
171 ,פרדסיה ,41 ,השרון ,41 ,נתניה ,0 , ,8412 ,637 ,1950 ,2750 ,1056 ,710 ,1309
173 ,גבעת חיים )מאוחד( ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1304 ,70 ,258 ,380 ,215 ,104 ,277
174 ,נטעים ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,783 ,47 ,140 ,262 ,126 ,98 ,110
175 ,אביחיל ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1372 ,87 ,299 ,386 ,201 ,127 ,272
176 ,אפיקים ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,1405 ,73 ,246 ,394 ,205 ,133 ,354
177 ,כפר ביל"ו ,44 ,רחובות ,44 ,רחובות ,30 ,גזר ,1165 ,82 ,235 ,365 ,136 ,130 ,217
178 ,רמת יוחנן ,31 ,חיפה ,27 ,קריות ,12 ,זבולון ,1315 ,107 ,257 ,472 ,150 ,100 ,229
182 ,אבן יהודה ,41 ,השרון ,41 ,נתניה ,0 , ,15791 ,833 ,3896 ,4702 ,2619 ,1341 ,2400
183 ,ירקונה ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,386 ,23 ,52 ,135 ,57 ,56 ,63
184 ,רמת הכובש ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1142 ,79 ,258 ,313 ,179 ,66 ,247
186 ,נעורים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,218 ,11 ,48 ,76 ,22 ,25 ,36
187 ,כפר הס ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1485 ,84 ,320 ,471 ,215 ,204 ,191
188 ,אשדות יעקב )מאוחד( ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,906 ,59 ,201 ,277 ,129 ,65 ,175
189 ,כפר פינס ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,709 ,110 ,203 ,215 ,48 ,40 ,93
190 ,כפר ויתקין ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1985 ,135 ,389 ,671 ,277 ,228 ,285
191 ,הדר עם ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,822 ,39 ,217 ,232 ,144 ,75 ,115
192 ,כפר החורש ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,803 ,70 ,214 ,238 ,97 ,43 ,141
193 ,כפר חיים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,604 ,43 ,124 ,168 ,94 ,50 ,125
194 ,משמר השרון ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,827 ,50 ,205 ,244 ,102 ,72 ,154
195 ,קדימה-צורן ,41 ,השרון ,41 ,נתניה ,0 , ,23810 ,1492 ,5575 ,7788 ,3577 ,2660 ,2718
196 ,גיבתון ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,428 ,24 ,99 ,113 ,67 ,35 ,90
197 ,מעברות ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1084 ,62 ,224 ,298 ,154 ,91 ,255
198 ,צופית ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1107 ,49 ,236 ,316 ,179 ,156 ,171
199 ,אשדות יעקב )איחוד( ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,1014 ,52 ,254 ,308 ,178 ,70 ,152
200 ,בית ינאי ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,424 ,18 ,89 ,108 ,59 ,58 ,92
202 ,בית עובד ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,359 ,27 ,64 ,108 ,52 ,33 ,75
204 ,אלישיב ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,709 ,54 ,158 ,214 ,104 ,59 ,120
205 ,חגלה ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,815 ,44 ,195 ,246 ,149 ,99 ,82
206 ,רמות השבים ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1725 ,137 ,329 ,535 ,230 ,188 ,306
207 ,גבעת ח"ן ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,416 ,32 ,88 ,119 ,48 ,31 ,98
208 ,מוצא עילית ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1674 ,91 ,292 ,482 ,191 ,186 ,432
212 ,בית צבי ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,105 ,19 ,29 ,52 ,1 ,1 ,3
213 ,משמרות ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1391 ,74 ,500 ,360 ,284 ,76 ,97
217 ,כפר הרא"ה ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,1283 ,141 ,339 ,417 ,148 ,76 ,162
218 ,גני עם ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,269 ,14 ,33 ,71 ,34 ,40 ,77
219 ,חיבת ציון ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,982 ,90 ,280 ,315 ,117 ,69 ,111
220 ,כפר ביאליק ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,631 ,44 ,133 ,180 ,94 ,48 ,132
223 ,עין עירון ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,588 ,49 ,118 ,195 ,85 ,54 ,87
224 ,שושנת העמקים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,582 ,40 ,102 ,196 ,69 ,58 ,117
225 ,גן השומרון ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,950 ,75 ,195 ,305 ,128 ,86 ,161
229 ,גני תקווה ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,26437 ,2234 ,6185 ,8006 ,3613 ,1943 ,4456
230 ,מעש ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,951 ,68 ,198 ,265 ,144 ,77 ,199
232 ,שפיים ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1604 ,143 ,323 ,510 ,226 ,122 ,280
233 ,כפר ידידיה ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,760 ,40 ,171 ,218 ,145 ,62 ,124
234 ,ביצרון ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1222 ,76 ,283 ,360 ,182 ,114 ,207
235 ,חבצלת השרון ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,463 ,20 ,74 ,116 ,73 ,54 ,126
237 ,שער העמקים ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,828 ,59 ,171 ,234 ,107 ,73 ,184
239 ,גן חיים ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,725 ,51 ,143 ,218 ,92 ,86 ,135
240 ,יקנעם עילית ,23 ,עפולה ,23 ,עפולה ,0 , ,27657 ,1835 ,5579 ,9639 ,3982 ,2647 ,3975
241 ,יקנעם )מושבה( ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1476 ,107 ,313 ,427 ,224 ,106 ,299
242 ,בית השיטה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1549 ,79 ,356 ,390 ,255 ,150 ,319
246 ,נתיבות ,62 ,באר שבע ,62 ,באר שבע ,0 , ,58100 ,9394 ,15023 ,22488 ,4277 ,2966 ,3952
247 ,רשפון ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1374 ,109 ,331 ,415 ,211 ,118 ,190
248 ,בית שערים ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,738 ,40 ,193 ,207 ,119 ,54 ,125
249 ,כפר סירקין ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,1510 ,85 ,404 ,412 ,255 ,143 ,211
250 ,הזורע ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1305 ,75 ,200 ,383 ,170 ,101 ,376
252 ,ביתן אהרן ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,328 ,16 ,44 ,59 ,33 ,14 ,162
253 ,חולתה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,867 ,90 ,232 ,291 ,99 ,45 ,110
254 ,כפר המכבי ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,507 ,47 ,105 ,166 ,57 ,37 ,95
255 ,כפר חיטים ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,676 ,33 ,130 ,220 ,112 ,77 ,104
256 ,ניר דוד )תל עמל( ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,981 ,67 ,223 ,275 ,145 ,74 ,197
257 ,נופך ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,637 ,76 ,141 ,224 ,64 ,57 ,75
259 ,שדה נחום ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,1240 ,94 ,330 ,418 ,207 ,88 ,103
262 ,גינוסר ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,794 ,47 ,146 ,216 ,113 ,60 ,212
263 ,מסדה ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,420 ,38 ,74 ,154 ,46 ,29 ,79
264 ,שער הגולן ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,627 ,25 ,100 ,171 ,89 ,54 ,188
265 ,בית יוסף ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,503 ,50 ,79 ,194 ,49 ,58 ,73
267 ,כפר שמריהו ,51 ,תל אביב ,57 ,הרצליה ,0 , ,2584 ,118 ,459 ,707 ,330 ,288 ,682
268 ,טירת צבי ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,1097 ,121 ,349 ,358 ,109 ,33 ,127
269 ,מולדת ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1231 ,65 ,278 ,417 ,197 ,111 ,163
270 ,עין השופט ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1257 ,39 ,212 ,399 ,168 ,99 ,340
272 ,מעוז חיים ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,639 ,36 ,111 ,243 ,67 ,54 ,128
273 ,עין גב ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,654 ,41 ,122 ,208 ,76 ,50 ,157
274 ,כפר מנחם ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,1472 ,71 ,379 ,402 ,310 ,136 ,174
276 ,צור משה ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,2845 ,154 ,657 ,918 ,554 ,304 ,258
278 ,אושה ,31 ,חיפה ,27 ,קריות ,12 ,זבולון ,694 ,63 ,177 ,205 ,82 ,54 ,113
280 ,חניתה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1011 ,42 ,205 ,282 ,173 ,95 ,214
281 ,פקיעין חדשה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,592 ,77 ,138 ,216 ,57 ,55 ,49
282 ,שבי ציון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1461 ,94 ,352 ,438 ,261 ,102 ,214
284 ,שדה ורבורג ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1409 ,93 ,291 ,420 ,233 ,154 ,218
285 ,אלונים ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,865 ,86 ,182 ,261 ,80 ,61 ,195
286 ,מעלה החמישה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,978 ,79 ,272 ,260 ,159 ,61 ,147
287 ,תל יצחק ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,934 ,53 ,137 ,161 ,80 ,48 ,455
288 ,בית יהושע ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1176 ,92 ,265 ,384 ,184 ,98 ,153
289 ,עין המפרץ ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1029 ,63 ,191 ,304 ,146 ,86 ,239
290 ,מעין צבי ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,982 ,55 ,192 ,256 ,129 ,93 ,257
292 ,שרונה ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,669 ,23 ,193 ,183 ,118 ,41 ,111
293 ,שדה יואב ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,685 ,40 ,218 ,206 ,97 ,46 ,78
294 ,אילון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1331 ,69 ,316 ,431 ,219 ,112 ,184
